702	70200	100	70201	100	70202	100
#walk right
703	70203	100	70204	100	70205	100

#cá đen
#walk left
704	70300	100	70301	100	70302	100
#walk right
705	70303	100	70304	100	70305	100

#cá vàng
#walk left
706	70400	100	70401	100	70402	100
#walk right
707	70403	100	70404	100	70405	100

#====Banh-xe-lon
#banh-xe-quay-1
800	80000	100	80004	100	80008	100	80012	100
#banh-xe-quay-2
801	80001	100	80005	100	80009	100	80013	100
#banh-xe-quay-3
802	80002	100	80006	100	80010	100	80014	100
#banh-xe-quay-4
803	80003	100	80007	100	80011	100	80015	100
#====Banh-xe-nho
804	80016	100	80017	100	80018	100	80019	100

#===Tia-set
810	80100	100	80101	100	80102	100	80103	100
811	80104	100

#===Thac-do
#Thac-do-1
820	80200	100	80201	100	80202	100	80203	100
#Thac-do-2
821	80204	100	80205	100	80206	100	80207	100
#Thac-do-3
822	80208	100	80209	100	80210	100	80211	100
#Thac-do-4
823	80212	100	80213	100	80214	100	80215	100

#====Cua-dong-mo

#====Chan-thac
#Chan-thac-1
840	80400	100	80401	100	80402	100	80403	100
841	80404	100	80405	100	80406	100	80407	100
842	80408	100	80409	100	80410	100	80411	100
843	80412	100	80413	100	80414	100	80415	100

#=====pink Worm
#walk left
850	80502	100	80503	100
#walk right
851	80500	100	80501	100

#=====more-enemy
#bomb
860	80600	100	80601	100	80602	100	80603	100
861	80600	30	80601	30	80602	30	80603	30	80600	30	80601	30	80602	30	80603	30	80604	100
#gun
#gun-green
862	80610	100
#gun-red
863	80611	100

#=======cai long
#slide-right
870	80700	100	80701	100	80702	100	80703	100
#closing
871	80700	100
#opening
872	80700	100	80704	100	80705	100
#====HUB
873	80710	100
#====BOSS
#Boss-attack
880	80800	100	80801	100	80802	100
#Boss-walk-right
881	80810	100	80811	100	80812	100	80813	100
#Boss-be-attack
882	80820	100	80821	100	80822	100
#Boss-râu
883	80830	100	80831	100	80832	100	80833	100

# id	ani1	ani2	ani3
#
[ANIMATION_SETS]
# GimMick
#idle (l,r), walk (l,r), jump (l,r), colision (l,r)
1	101	100	103	102	104	105	106	107
#pink Worm
#walk (l,r)
2	850	851
#black electric enemy
#walk(l,r), sit(l,r)
3	500	502	501	503
#black enemy
6	300	301	302	303
#=====BOSS
#attack, walk-right, be attack
5	880	881	882
#=====Boss-râu
55	883

#brick
4	400
401	401
402	402
403	403
404	404
405	405
406	406
407	407
408	408



#rocket
7	860	861
#gun
8	862	863
#====Banh-xe-lon
#Banh-xe-1
10	800
#Banh-xe-2
11	801
#Banh-xe-3
12	802
#banh-xe-4
13	803

#====Banh-xe-nho
14	804

#==Tia-set
#dinh
15	810
#duoi
16	811

#===Thac-do
#Thac-do-1
17	820
#Thac-do-2
18	821
#Thac-do-3
19	822
#Thac-do-4
20	823

#===Chan-thac
#Chan-thac-1
21	840
#Chan-thac-2
22	841
#Chan-thac-3
23	842
#Chan-thac-4
24	843

#cầu treo
25	870	871	872

#=======PHUC=============
#medicine
#pink medicine
60	600
#orange medicine
61	601
#pink-bomb medicine
62	602
#black-bomb medicine
63	603

#Slide
#slide-right/ left
64	610
65	611

#moving-brick
40	410
41	411


#==========KHOA============
#flower
70	700

#bomb rơi từ đại bác
71	701

#cá đỏ
#walk (l,r)
72	702	703

#cá đen
#walk (l,r)
73	704	705
#cá vàng
#walk (l,r)
74	706	707



[OBJECTS]
#block
1	0	16	4
1	0	32	4
1	0	48	4
1	0	64	4
1	0	80	4
1	0	96	4
1	0	112	4
1	0	128	4
1	0	144	4
1	0	160	4
1	0	176	4

1	16	0	4
1	32	0	4
1	48	0	4
1	64	0	4
1	80	0	4
1	96	0	4
1	112	0	4
1	128	0	4
1	144	0	4
1	160	0	4
1	176	0	4
1	192	0	4
1	208	0	4
1	224	0	4
1	240	0	4
1	256	0	4

1	240	16	4
1	240	32	4
1	240	48	4
1	240	64	4
1	240	80	4
1	240	96	4
1	240	112	4

1	256	16	4
1	256	32	4
1	256	48	4
1	256	64	4
1	256	80	4
1	256	96	4
1	256	112	4


1	48	128	4
1	64	128	4
1	80	128	4
1	96	128	4

1	48	144	4
1	48	160	4
1	48	176	4

1	96	144	4
1	96	160	4
1	96	176	4

1	144	160	4
1	160	160	4
1	176	160	4
1	192	160	4
1	208	160	4
1	224	160	4
1	240	160	4
1	256	160	4
1	272	160	4

1	144	176	4
1	160	176	4
1	176	176	4
1	192	176	4
1	208	176	4
1	224	176	4
1	240	176	4
1	256	176	4
1	272	176	4

1	320	160	4
1	336	160	4
1	320	176	4
1	336	176	4

1	384	160	4
1	400	160	4
1	384	176	4
1	400	176	4

1	448	144	4
1	496	144	4
1	544	144	4
1	592	144	4

1	640	160	4
1	656	160	4
1	672	160	4
1	688	160	4
1	704	160	4
1	720	160	4
1	736	160	4
1	752	160	4
1	768	160	4
1	784	160	4
1	800	160	4
1	816	160	4
1	832	160	4
1	848	160	4
1	864	160	4
1	880	160	4
1	896	160	4
1	912	160	4
1	928	160	4
1	944	160	4
1	960	160	4
1	976	160	4
1	640	176	4

1	944	128	4
1	960	128	4
1	976	128	4

1	976	64	4
1	976	80	4
1	976	96	4
1	976	112	4

1	992	64	4
1	992	80	4
1	992	96	4
1	992	112	4

1	1008	0	4
1	1008	16	4
1	1008	32	4
1	1008	48	4
1	1008	64	4
1	1008	80	4
# Gimmick
0	944	0	1
# Black Enemy
4	944	20	6
#Worm
2	930	20	2
#Slide phải
51	944	0	64
#Slide trái
52	915	0	65
#Cannon 
7	930	30	8
#Window
#8	944	0	1
#SusppensionBridge 
9	850	0	25
#bomb = bullet
20	900	0	71
#FloatBox
11	880	15	40
11	900	15	41

#Rocket trong code t  ?
10	944	0	7

#Item
12	910	15	60
13	850	15	61
14	870	15	62
15	890	15	63
16	930	15	70
#fish
60	870	80	72
61	890	80	73
62	930	80	74
