1	910	112	4
1	926	112	4
1	942	112	4
1	958	112	4
1	974	112	4
1	990	112	4
1	1006	112	4
1	1022	112	4
1	1038	112	4
1	1054	112	4
1	1070	112	4
1	1086	112	4
1	1102	112	4
1	1118	112	4
1	1134	112	4
1	1150	112	4
1	1166	112	4
1	1182	112	4
1	1198	112	4
1	1214	112	4
1	1230	112	4
1	1246	112	4
1	1262	112	4
1	1278	112	4
1	1294	112	4
1	1310	112	4
1	1312	64	4
1	1312	112	4
1	1312	48	4
1	1312	29	4
1	1328	29	4
1	1456	29	4
1	1472	29	4
1	1488	29	4
1	1506	29	4
1	1472	66	4
1	1488	66	4
1	1472	80	4
1	1472	96	4
1	1472	112	4
1	1472	128	4
1	1488	224	4
1	1488	208	4
1	1488	192	4
1	1488	176	4
1	1488	160	4
1	1488	144	4
1	1488	128	4
1	1488	112	4
1	1488	96	4
1	1488	80	4
1	1522	256	4
1	1522	240	4
1	1522	224	4
1	1522	208	4
1	1522	192	4
1	1522	176	4
1	1522	160	4
1	1522	144	4
1	1522	128	4
1	1522	112	4
1	1522	96	4
1	1522	80	4
1	1522	64	4
1	1522	48	4
1	1522	32	4
1	1440	260	4
1	1456	260	4
1	1472	260	4
1	1488	260	4
1	1504	260	4
1	1424	224	4
1	1440	224	4
1	1456	224	4
1	1472	224	4
1	1488	224	4
1	1344	224	4
1	1360	224	4
1	1376	224	4
1	1392	224	4
1	1344	272	4
1	1360	272	4
1	1279	576	4
1	1279	560	4
1	1279	544	4
1	1279	528	4
1	1279	512	4
1	1279	496	4
1	1279	480	4
1	1279	464	4
1	1279	448	4
1	1279	432	4
1	1279	416	4
1	1279	400	4
1	1279	384	4
1	1279	368	4
1	1279	352	4
1	1279	336	4
1	1279	320	4
1	1279	304	4
1	1279	288	4
1	1279	272	4
1	1279	256	4
1	1279	240	4
1	1279	224	4
1	1279	208	4
1	1295	320	4
1	1311	320	4
1	1295	304	4
1	1311	304	4
1	1295	192	4
1	1311	192	4
1	1327	192	4
1	1343	192	4
1	1359	192	4
1	1375	192	4
1	1391	192	4
1	1407	192	4
1	1423	208	4
1	1487	304	4
1	1488	416	4
1	1488	400	4
1	1488	384	4
1	1488	368	4
1	1504	352	4
1	1504	336	4
1	1504	320	4
1	1504	304	4
1	1313	398	4
1	1329	398	4
1	1345	398	4
1	1313	384	4
1	1313	368	4
1	1329	368	4
1	1345	368	4
1	1345	384	4
1	1313	435	4
1	1328	435	4
1	1297	435	4
1	1312	128	4
1	1312	144	4
1	1312	160	4
1	1312	176	4
1	1521	576	4
1	1521	560	4
1	1521	544	4
1	1521	528	4
1	1521	512	4
1	1521	496	4
1	1521	480	4
1	1521	464	4
1	1521	448	4
1	1521	432	4
1	1521	416	4
1	1521	400	4
1	1521	384	4
1	1504	384	4
1	1362	448	4
1	1392	416	4
1	1440	416	4
1	1296	464	4
1	1312	464	4
1	1328	464	4
1	1328	448	4
1	1392	528	4
1	1408	528	4
1	1296	576	4
1	1312	576	4
1	1328	576	4
1	1344	576	4
1	1360	576	4
1	1376	576	4
1	1392	576	4
1	1408	576	4
1	1424	576	4
1	1440	576	4
1	1456	576	4
1	1456	496	4
1	1472	496	4
1	1488	496	4
1	1504	496	4
1	1472	532	4
1	1472	544	4
1	1472	560	4
1	1484	532	4
1	1484	544	4
1	1484	560	4
1	1484	576	4

1	32	80	4

#Banh-xe-lon-1
49	80	336	10
49	96	336	11
49	80	320	12
49	96	320	13
#Banh-xe-lon-2
49	304	272	10
49	320	272	11
49	320	256	13
#Banh-xe-lon-3
49	80	128	10
49	96	128	11
49	80	112	12
49	96	112	13
#Banh-xe-lon-4
49	128	80	10
49	144	80	11
49	144	64	13
#Banh-xe-lon-5
49	224	96	10
49	224	80	12
#Banh-xe-lon-6
49	480	64	11
49	480	48	13
#Banh-xe-lon-7
49	608	96	10
49	624	96	11
49	608	80	12
49	624	80	13
#Banh-xe-lon-8
49	640	48	10
#Banh-xe-lon-9
49	1328	48	11
#Banh-xe-lon-10
49	1440	95	10
49	1456	95	11
49	1440	79	12
49	1456	79	13
#Banh-xe-lon-11
49	1376	288	11
49	1376	272	13
#Banh-xe-lon-12
49	1312	336	10
49	1328	336	11
49	1328	320	13
#Banh-xe-lon-13
49	1488	320	10
#Banh-xe-lon-14
49	1296	496	11
49	1296	480	13
#Banh-xe-lon-15
49	1312	528	10
49	1328	528	11
49	1312	512	12
49	1328	512	13	

#Banh-xe-nho-1
49	112	304	14
#Banh-xe-nho-2
49	288	288	14
#Banh-xe-nho-3
49	368	304	14
#Banh-xe-nho-4
49	168	96	14
#Banh-xe-nho-5
49	512	80	14
#Banh-xe-nho-6
49	688	96	14
#Banh-xe-nho-7
49	1424	111	14
#Banh-xe-nho-8
49	1328	240	14

#Tia-set-1
49	208	224	15
49	208	208	16
#Tia-set-2
49	320	224	15
49	336	224	15
49	320	206	16
49	336	206	16
#Tia-set-3
49	96	32	15
49	112	32	15
49	96	16	16
49	112	16	16
#Tia-set-4
49	144	32	15
49	160	32	15
49	144	16	16
49	160	16	16
#Tia-set-5
49	512	32	15
49	512	16	16
#Tia-set-6
49	608	32	15
49	608	16	16
#Tia-set-7
49	1344	32	15
49	1360	32	15
49	1376	32	15
49	1392	32	15
49	1408	32	15
49	1426	32	15
49	1442	32	15
49	1344	16	16
49	1360	16	16
49	1376	16	16
49	1392	16	16
49	1408	16	16
49	1426	16	16
49	1442	16	16
#Tia-set-8
49	1296	224	15
49	1312	224	15
49	1328	224	15
49	1296	208	16
49	1312	208	16
49	1328	208	16

49	1408	224	15
49	1408	208	16
#Tia-set-9
49	1504	416	15
49	1504	400	16

# Gimmick
0	480	384	1
